week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
175,42,234,106.04,117.4,0,0,22
81,10,141,210.49,196.1,1,0,35
184,36,116,165.45,141.46,0,0,39
173,33,343,112.83,153.57,0,0,47
165,43,351,298.74,260.73,0,0,24
166,31,175,87.67,84.31,0,0,30
139,6,332,57.66,52.0,0,0,39
189,9,181,141.91,113.86,0,0,48
1,28,281,304.96,287.02,0,0,28
157,4,74,256.22,286.35,0,0,27
66,21,249,133.36,116.32,0,0,35
167,38,359,320.74,290.78,0,0,44
249,47,314,153.1,191.06,0,0,54
252,3,307,132.51,167.44,0,0,50
176,5,9,149.05,126.42,0,0,44
57,34,18,157.16,196.99,0,0,34
151,40,72,63.97,61.31,0,0,34
74,24,152,280.09,244.34,1,0,29
62,24,297,217.76,175.36,0,0,41
76,40,16,155.87,125.99,0,0,32
182,27,397,85.78,95.79,0,0,48
198,30,88,88.92,100.6,0,0,32
107,37,364,84.35,117.25,0,0,42
205,39,49,272.25,257.32,0,1,28
70,13,216,182.76,186.18,0,0,40
33,45,122,106.0,97.42,0,1,22
1,2,196,305.66,280.79,0,0,43
131,16,318,179.69,152.11,0,0,29
163,38,167,154.97,183.16,0,0,46
187,47,306,119.45,110.09,0,0,38
248,9,296,169.9,138.21,1,0,55
20,14,43,276.91,266.9,0,0,14
189,6,350,225.6,219.91,0,1,22
188,44,271,97.69,91.5,0,0,38
198,47,205,218.43,298.27,0,0,51
38,31,208,80.6,71.83,0,0,22
250,42,74,267.26,264.36,0,1,45
181,6,358,166.21,183.01,0,0,42
66,36,119,173.12,192.94,0,0,30
26,13,367,191.56,270.52,0,0,28
66,36,250,258.02,237.19,0,0,22
28,40,82,182.5,230.73,0,0,39
212,40,205,202.22,197.16,0,0,37
151,35,280,170.41,161.91,0,0,28
64,40,120,77.53,87.92,0,0,21
152,35,313,161.96,188.56,0,0,33
234,36,398,222.65,217.13,0,0,42
232,27,233,203.78,177.88,0,0,40
150,33,224,126.54,116.95,0,0,45
26,12,354,111.95,97.51,0,0,26
28,31,302,133.91,129.6,0,0,2
230,21,286,107.73,89.11,0,0,29
52,38,252,246.6,273.96,0,1,28
182,14,128,73.79,61.75,0,0,32
145,37,196,208.74,201.91,0,0,46
10,35,51,300.09,245.14,0,0,15
199,36,25,77.96,71.64,0,0,32
128,31,157,262.74,248.59,0,0,38
64,15,249,116.67,109.48,0,0,27
124,13,188,76.5,72.22,0,0,26
237,2,229,52.22,50.63,0,0,28
135,2,326,122.11,115.26,0,0,24
111,42,271,217.4,206.11,0,0,33
120,47,352,350.16,295.17,0,1,32
224,46,295,292.76,276.11,0,0,43
177,48,175,269.63,254.62,0,0,39
217,44,249,314.01,290.41,0,1,48
246,26,92,154.4,150.99,0,0,34
245,18,195,212.27,260.99,0,0,58
94,31,329,111.05,143.36,0,0,41
190,43,194,141.61,198.09,0,0,44
97,6,67,283.35,299.46,0,1,34
83,24,336,57.09,71.47,0,1,36
79,48,363,177.32,156.55,0,0,18
87,9,56,311.78,260.95,0,0,4
79,1,375,288.69,232.82,0,0,27
16,35,199,200.94,161.2,0,0,22
245,23,135,310.96,262.65,0,0,30
153,3,47,55.94,76.37,0,1,38
88,45,322,219.72,208.98,0,0,22
46,22,378,189.57,259.36,0,1,41
198,12,397,132.05,110.15,0,0,25
139,48,110,349.18,294.8,0,0,30
7,3,54,93.33,94.32,0,0,24
3,37,123,116.28,100.99,1,0,32
39,1,222,68.29,74.94,0,0,38
155,29,122,184.79,177.6,0,0,41
138,5,57,217.32,288.62,0,0,42
3,24,298,109.08,90.17,1,0,16
133,7,8,289.15,285.7,1,1,47
92,22,370,61.17,71.65,0,0,42
93,13,378,226.04,235.92,1,0,50
193,22,109,157.85,184.39,0,0,52
89,23,167,138.38,135.28,0,0,33
105,38,334,119.2,154.75,0,0,38
130,25,389,312.51,273.36,0,0,32
246,39,74,127.6,104.26,0,0,37
152,5,391,163.43,177.03,0,0,25
176,44,76,73.03,72.2,0,0,50
88,32,101,85.34,91.09,0,0,19
223,21,78,61.9,70.1,0,0,25
139,6,312,329.13,271.28,0,0,33
239,50,232,266.01,220.73,1,0,41
10,8,374,206.97,174.96,0,0,39
212,25,82,289.52,237.22,1,0,28
155,16,384,157.07,191.07,0,0,23
86,43,36,143.26,138.59,1,0,33
37,1,94,177.0,150.6,0,0,27
191,26,372,137.11,111.53,1,0,44
45,19,223,278.9,243.62,0,0,37
243,50,93,75.64,63.86,0,0,34
46,48,306,178.2,243.05,0,0,31
117,11,381,303.75,284.63,1,0,31
102,23,375,161.17,130.14,0,0,25
84,44,267,75.0,64.57,0,0,37
69,49,184,220.27,189.91,0,0,42
250,18,196,280.82,271.94,0,0,43
51,33,362,299.91,280.17,0,0,31
210,40,211,109.85,108.13,1,0,49
225,29,75,62.98,60.96,0,0,52
256,48,52,283.59,263.25,0,0,40
68,13,9,170.45,146.73,0,0,35
136,26,11,59.76,54.5,0,0,30
107,7,178,124.56,121.76,0,1,37
124,20,311,241.78,239.85,0,0,31
16,14,361,169.49,163.86,0,1,33
1,20,27,227.25,190.54,0,0,25
203,16,179,288.8,251.12,1,0,46
77,6,311,142.36,188.04,0,0,41
242,31,179,73.79,64.87,0,0,39
90,9,269,122.59,104.35,0,0,28
198,11,233,94.19,85.16,0,0,31
206,37,263,225.04,285.61,0,0,43
71,28,293,135.89,112.18,0,0,41
14,10,230,241.97,228.37,1,0,29
249,12,198,142.79,139.4,1,1,58
140,47,371,71.41,62.78,0,0,56
249,40,348,232.76,190.0,0,0,37
118,26,180,90.33,100.2,0,0,15
38,34,202,106.7,136.9,0,0,33
227,5,164,289.45,287.49,0,0,32
145,29,93,94.95,102.4,0,0,35
225,5,317,90.14,103.04,0,1,46
234,27,389,356.74,293.21,0,0,28
138,43,234,232.27,195.97,0,0,40
154,48,148,280.74,261.36,0,0,53
246,26,82,181.3,150.85,0,0,26
232,26,174,87.55,119.69,0,0,41
3,39,202,176.21,149.08,0,0,37
18,26,76,231.76,227.24,1,0,51
77,15,63,113.8,110.99,0,0,29
252,8,141,240.13,205.15,0,0,23
39,37,285,258.28,292.17,0,1,50
134,28,279,337.84,284.77,0,0,45
146,43,109,115.79,125.62,0,0,31
134,33,277,236.54,271.98,1,0,51
50,42,50,243.34,216.55,0,0,29
178,17,188,101.53,140.04,0,0,51
129,50,303,243.74,227.66,0,0,25
31,11,87,165.4,148.16,0,0,21
206,10,181,263.86,226.48,0,0,23
46,34,395,328.2,273.12,0,0,23
59,41,75,141.33,156.99,0,0,35
204,16,100,197.47,190.25,0,0,46
68,36,203,176.32,172.34,0,0,32
171,46,243,178.26,168.05,0,0,50
239,25,98,318.27,261.41,0,0,45
238,18,289,329.06,297.07,0,0,44
173,49,109,229.25,291.42,0,0,50
1,15,398,308.93,253.44,0,0,21
152,26,24,238.71,194.25,0,0,41
39,28,172,59.61,56.56,0,0,31
238,24,251,198.0,161.34,0,0,39
133,15,178,92.57,79.25,0,0,29
155,13,13,256.04,217.88,0,0,33
106,1,205,119.94,149.99,0,0,18
128,35,4,61.58,61.55,0,0,43
97,7,264,329.37,276.84,0,0,30
63,49,86,61.18,56.33,0,0,35
233,39,301,242.04,215.55,0,0,41
184,47,177,96.05,85.1,0,0,37
78,39,387,204.41,200.08,0,0,40
169,28,266,238.5,217.09,0,0,39
115,33,297,73.28,61.14,0,0,31
50,50,97,198.67,272.18,0,1,30
171,23,167,267.03,262.28,0,0,32
150,48,278,117.45,152.04,0,0,32
169,44,86,60.81,52.24,0,0,28
219,6,22,109.32,124.85,0,0,32
5,25,21,237.68,192.44,0,1,19
249,17,61,242.86,266.6,0,0,48
137,44,292,253.31,221.69,0,0,40
118,26,309,182.96,202.56,0,0,56
68,20,117,115.95,142.11,0,0,25
238,48,271,107.04,94.89,0,0,48
39,47,10,160.14,156.17,0,1,48
120,20,372,287.67,240.78,0,0,14
99,38,33,259.98,272.86,1,0,44
106,47,365,180.39,182.41,0,0,30
113,2,202,292.87,278.83,0,0,27
112,45,174,66.16,93.11,1,0,39
209,12,171,219.91,262.37,0,0,37
212,7,47,76.03,71.4,0,0,30
218,32,312,143.41,121.09,0,0,25
72,20,61,120.29,97.55,0,0,11
157,15,60,339.9,286.8,0,0,38
207,31,365,184.16,181.76,0,0,50
201,44,190,161.76,133.94,0,0,26
41,31,387,303.79,282.84,0,0,21
145,20,87,261.78,236.88,1,0,39
253,14,249,293.27,243.42,0,0,34
19,20,273,70.36,91.98,0,0,12
41,3,108,89.67,80.59,1,0,38
80,43,198,238.35,275.32,0,0,29
215,44,26,247.92,231.15,1,1,43
93,35,136,271.7,242.86,0,0,38
59,43,129,341.97,282.9,0,0,30
183,4,44,141.55,132.1,0,0,35
51,38,296,63.56,74.53,0,0,29
168,29,159,163.56,148.78,0,0,24
1,24,138,204.32,210.61,1,0,36
60,41,281,192.54,270.59,0,1,39
171,11,369,168.58,164.44,0,0,37
104,18,112,73.28,68.47,0,1,41
252,4,189,275.89,242.65,0,0,41
88,39,184,113.97,135.42,0,0,32
241,30,198,140.97,124.96,0,1,39
78,23,159,293.78,251.15,0,0,28
71,45,10,190.85,158.11,0,0,31
212,38,322,65.3,52.25,0,0,19
164,18,398,55.14,65.8,1,0,71
180,34,301,79.19,72.6,0,0,37
81,43,118,77.82,63.37,0,0,38
237,45,106,76.92,66.29,0,0,40
176,22,302,198.97,174.89,1,1,34
29,10,169,200.09,283.27,0,0,23
50,39,194,298.93,256.93,1,0,25
143,49,315,114.6,99.47,0,0,34
252,2,76,82.25,86.03,0,0,45
152,40,86,188.31,253.78,1,0,43
195,4,152,101.04,85.6,0,0,37
231,32,123,121.81,111.52,0,1,34
35,41,253,100.74,110.18,0,0,34
44,13,296,151.01,205.7,0,0,29
172,37,212,308.78,259.41,1,1,53
138,29,197,101.83,93.04,0,0,43
35,10,282,222.81,221.43,0,0,26
209,4,328,152.57,142.92,0,0,36
219,5,152,112.47,115.95,0,0,39
69,50,164,85.18,95.05,0,0,27
179,3,173,358.8,297.87,0,0,38
186,37,187,213.12,180.66,0,0,37
26,8,52,212.06,197.91,0,0,45
156,21,55,94.17,93.3,1,0,46
173,3,374,104.9,114.04,0,0,57
140,7,65,109.96,95.94,0,0,46
69,21,247,178.89,154.81,0,0,21
61,23,197,59.7,54.47,0,0,23
244,13,123,181.97,181.11,1,0,50
24,3,158,142.79,145.59,0,0,17
200,36,82,73.46,70.18,0,0,43
158,14,220,194.08,187.48,0,0,28
225,44,89,65.58,83.08,0,0,29
83,23,13,129.38,162.74,1,0,33
52,48,120,86.11,104.06,0,0,39
152,11,160,293.99,282.81,0,0,34
207,37,273,58.54,51.41,0,0,52
137,28,166,165.85,157.32,0,0,23
16,32,396,240.31,193.24,0,0,23
45,49,5,204.64,265.65,0,1,43
88,42,323,131.46,143.72,0,0,23
37,22,369,226.95,216.35,0,0,27
150,48,306,180.3,190.69,0,0,36
179,22,300,155.7,135.58,1,0,33
111,4,183,291.59,251.42,0,0,27
207,33,236,311.95,298.88,0,0,47
133,30,85,157.77,194.68,0,0,35
114,26,249,302.73,266.28,1,0,21
115,14,291,270.43,283.12,0,1,37
115,12,190,202.45,210.49,0,0,38
147,36,292,293.89,246.71,1,0,20
43,50,234,270.96,245.2,0,0,14
240,5,302,232.68,223.96,0,0,39
91,33,184,335.72,295.67,1,0,32
89,14,375,91.25,85.42,0,1,36
28,45,360,233.44,189.66,1,0,22
59,49,264,229.31,194.56,0,0,29
234,11,49,91.91,123.43,0,0,36
160,8,101,286.7,258.46,0,0,30
21,50,308,363.78,293.86,0,0,22
219,8,96,204.98,212.93,0,0,48
192,20,107,219.65,290.64,0,0,37
94,35,206,102.64,98.02,0,0,37
250,20,114,222.08,190.04,0,0,49
10,11,211,75.56,70.31,1,0,39
30,50,239,87.05,74.26,0,0,27
116,2,242,87.86,84.2,1,0,39
62,23,171,203.62,273.21,0,0,27
176,8,218,254.87,219.04,0,0,41
189,26,299,190.18,152.62,0,0,33
9,8,251,207.07,211.24,0,0,57
101,6,246,80.26,66.99,0,1,27
28,35,360,126.98,165.76,0,0,23
257,34,373,263.62,224.27,0,0,25
247,44,272,356.01,291.19,1,0,21
47,3,13,80.69,74.65,0,0,40
53,3,136,363.45,291.26,0,1,32
140,6,150,91.58,108.3,0,1,35
235,26,43,253.52,235.67,0,0,46
124,1,74,181.89,158.87,1,0,37
166,31,275,282.05,236.61,0,0,34
62,7,72,280.98,259.16,0,0,23
62,11,353,75.23,63.62,1,0,29
88,49,390,91.43,74.38,0,0,24
80,16,164,124.55,105.42,0,0,31
8,24,207,162.0,138.86,0,0,31
2,29,161,116.34,104.34,0,1,37
191,10,371,79.41,65.55,0,0,16
195,47,155,129.09,159.53,0,0,36
131,46,397,205.87,165.16,0,0,26
31,16,7,131.62,121.39,0,0,29
137,49,94,86.18,82.31,1,1,58
112,21,139,352.27,282.62,0,0,17
87,9,263,227.66,221.55,0,0,26
132,21,101,283.47,228.38,0,0,24
123,50,25,71.66,77.47,0,1,30
18,12,392,143.64,179.9,0,0,26
159,2,169,193.69,181.48,0,0,33
174,38,145,266.65,225.47,1,1,55
212,10,212,177.61,199.06,0,0,28
252,37,64,166.86,182.55,0,0,52
247,25,300,253.52,286.74,1,0,48
21,42,39,208.2,190.41,0,0,42
140,43,310,142.17,133.57,0,0,37
50,16,272,66.42,65.21,0,0,33
34,2,38,298.38,283.33,0,0,34
186,10,325,56.16,76.79,0,0,39
25,3,289,198.58,213.59,0,0,21
124,48,157,298.19,274.42,0,0,43
49,26,67,193.56,233.37,0,0,45
169,44,39,217.73,202.1,0,0,35
86,47,117,163.73,179.17,0,0,24
162,14,313,129.69,128.4,0,0,32
241,8,188,163.58,155.9,0,0,38
116,36,215,163.49,150.72,0,0,34
159,2,292,127.75,108.99,0,0,23
9,1,305,75.34,67.46,1,0,29
246,42,316,181.23,156.03,1,0,39
170,46,200,252.44,257.24,1,0,35
55,25,343,268.26,251.81,0,0,29
228,31,106,152.83,133.36,0,0,41
78,41,140,204.6,263.37,0,0,23
54,35,238,100.43,96.98,0,0,28
61,5,375,82.85,105.94,0,0,32
134,47,166,170.23,140.64,0,0,29
91,16,41,175.52,207.34,0,0,41
219,33,71,300.12,295.05,0,0,44
11,10,286,100.87,94.81,0,0,24
53,42,304,343.42,279.47,0,0,12
214,30,392,311.3,268.54,1,0,35
32,42,215,215.73,274.7,0,0,34
180,37,146,308.84,260.76,1,1,33
53,17,191,233.59,199.73,0,0,34
107,13,307,230.01,206.56,0,0,33
21,14,89,160.3,157.19,1,0,29
27,41,77,300.03,290.29,0,0,35
201,25,339,75.85,95.4,0,0,46
92,23,303,133.69,172.77,1,0,14
76,22,230,284.01,242.38,0,0,24
3,2,225,128.86,124.41,0,0,27
72,6,218,310.43,259.9,0,0,44
119,18,359,213.29,213.02,0,0,27
5,29,161,234.36,193.05,1,0,15
194,14,371,112.76,104.14,0,0,28
52,17,150,252.28,211.48,1,0,53
136,14,287,190.74,248.52,0,0,44
52,45,152,131.8,113.14,0,0,25
8,14,325,250.3,246.54,0,0,8
29,46,267,118.57,117.03,0,1,39
216,7,359,150.75,132.41,0,0,44
88,10,110,83.0,107.21,1,1,39
123,16,62,197.76,169.31,0,0,17
192,20,265,112.07,141.78,1,1,41
160,36,171,151.73,195.39,1,0,33
253,9,299,337.21,282.78,0,0,50
44,20,67,273.54,233.69,0,1,17
199,26,356,186.57,185.45,0,0,24
197,33,240,231.85,214.1,0,0,28
79,22,282,81.45,97.08,0,0,35
258,5,393,213.84,180.92,0,0,26
121,34,112,194.56,207.39,0,1,36
81,17,338,203.97,287.13,0,0,52
99,35,122,166.25,140.77,0,0,26
203,45,177,254.18,223.3,0,0,46
113,24,189,309.44,297.32,0,0,34
172,32,332,211.8,202.97,0,0,32
196,44,368,337.72,280.95,0,0,18
243,9,11,71.76,62.49,0,0,36
239,26,39,229.96,239.42,0,0,55
75,35,266,151.72,135.48,0,0,32
246,24,88,243.8,196.94,0,0,13
172,19,309,246.2,218.98,0,0,41
218,37,210,238.52,243.42,0,0,37
214,31,275,113.95,110.46,0,0,37
15,44,293,87.52,76.48,0,0,34
162,20,297,82.24,101.89,0,0,20
209,20,58,123.06,128.19,0,0,31
240,36,228,182.18,177.71,0,0,45
44,28,123,223.02,239.07,0,0,28
61,37,388,99.35,94.2,1,1,37
131,33,188,271.35,239.56,0,0,33
119,18,246,46.02,52.75,1,0,44
250,31,375,123.65,140.58,0,0,27
243,29,163,81.51,93.42,0,0,24
14,10,115,302.73,260.03,0,1,19
184,13,148,92.89,130.59,0,0,35
50,28,68,127.85,130.3,0,0,1
74,16,366,98.49,80.44,0,0,31
174,49,246,100.82,88.99,0,0,50
233,11,108,57.23,53.15,0,0,33
121,7,134,74.21,60.12,1,0,31
138,47,209,243.89,293.17,0,0,31
142,48,24,240.84,206.83,1,0,44
90,14,360,329.15,274.73,0,0,15
154,27,138,78.59,67.35,1,0,36
133,33,135,166.54,146.75,0,0,31
222,31,45,81.78,71.74,0,0,46
15,6,250,136.75,133.66,0,0,34
172,35,91,309.97,267.33,0,0,37
188,23,144,86.71,78.81,0,0,37
228,24,39,150.45,163.54,0,0,39
151,38,104,306.45,252.32,0,0,35
104,5,358,205.89,168.73,1,0,39
177,46,194,100.02,104.78,0,0,34
73,27,367,195.86,176.09,0,0,31
7,2,161,93.33,116.83,0,0,27
112,47,212,330.97,298.09,0,0,44
191,25,297,324.69,266.37,0,0,35
4,5,236,74.95,60.96,0,0,38
184,27,345,119.38,122.43,0,0,38
114,22,120,72.26,62.94,0,0,35
92,17,282,257.19,292.03,0,0,32
249,29,57,110.35,91.23,0,0,43
180,21,180,250.87,244.13,0,0,36
173,10,340,35.5,50.01,0,0,46
85,37,396,273.68,246.42,1,1,43
210,13,311,110.66,126.5,0,0,45
36,34,280,232.69,213.96,0,0,26
19,24,274,179.72,168.71,0,0,29
195,41,199,201.0,203.74,0,0,45
237,43,302,99.29,89.28,0,0,36
224,24,238,111.96,99.27,0,1,45
138,3,379,171.12,184.24,0,0,32
135,28,261,315.03,287.8,0,0,36
26,34,173,295.45,299.36,1,0,46
83,27,189,151.57,128.32,0,0,17
97,50,332,322.31,272.26,0,0,28
251,24,212,80.41,73.05,0,0,36
250,1,64,196.43,164.81,0,0,45
156,4,30,228.72,192.99,0,0,32
120,23,197,214.0,256.54,0,0,35
136,13,367,71.61,63.81,0,0,31
198,9,189,72.58,84.29,0,0,43
91,2,154,241.36,239.83,0,1,47
63,3,234,131.48,175.26,0,0,29
169,8,95,101.45,118.33,1,0,53
229,36,115,97.67,85.86,0,0,45
72,2,156,153.43,186.24,0,0,21
222,16,22,222.05,190.91,0,0,38
8,25,399,245.66,233.5,0,0,34
58,5,84,303.09,258.59,0,0,25
226,44,327,132.14,133.55,0,0,41
85,40,244,144.59,165.23,0,0,28
5,2,141,156.77,143.07,1,0,20
212,8,18,108.75,88.67,0,0,47
145,45,372,226.29,237.02,0,1,51
30,10,38,191.04,216.14,1,0,39
204,17,154,160.15,153.12,0,1,49
170,27,378,300.62,251.98,0,0,36
133,6,222,159.56,133.49,0,0,27
62,5,378,116.58,107.95,0,0,44
228,36,142,220.35,209.24,0,0,24
162,11,242,129.19,105.73,1,0,13
84,32,381,115.07,92.98,0,0,27
78,7,207,102.68,103.87,1,0,25
64,19,126,266.86,239.09,1,0,37
38,45,318,80.51,88.41,0,0,36
140,44,334,70.4,61.09,1,0,50
40,11,296,229.34,207.27,0,0,33
114,5,213,155.2,147.9,0,0,31
82,32,177,265.59,241.2,0,1,44
136,25,74,158.68,212.02,0,0,44
102,31,23,198.66,175.22,0,0,19
10,13,335,295.51,287.97,0,0,38
232,41,314,72.06,58.41,0,0,31
107,22,314,253.52,222.54,0,1,28
24,50,46,215.15,209.35,0,0,50
70,22,362,276.79,259.79,0,0,12
153,6,45,81.56,92.09,0,0,23
84,49,305,173.82,233.58,0,0,45
164,11,213,77.37,105.59,0,0,39
124,49,346,47.5,63.02,0,0,35
107,23,281,171.22,186.79,0,0,26
148,35,157,200.06,178.23,0,0,32
200,41,178,91.63,75.44,0,0,46
87,17,171,207.78,200.69,0,0,38
50,44,67,255.39,230.26,0,0,30
172,12,395,154.28,159.66,1,0,44
158,45,246,55.82,54.64,0,0,30
37,15,211,296.03,273.02,0,1,40
33,20,205,224.83,223.39,1,0,32
85,1,63,95.44,132.8,0,0,41
169,35,236,91.27,82.96,1,0,40
254,30,160,177.25,166.63,0,0,17
187,23,215,225.96,217.22,0,0,26
92,2,237,158.72,195.95,0,0,25
246,27,37,69.79,68.69,0,0,55
3,33,123,151.08,135.37,0,0,7
214,23,222,99.51,85.25,0,0,28
136,39,383,314.56,279.86,0,0,30
111,12,289,173.78,164.89,0,0,4
37,21,368,254.94,207.05,0,0,37
109,29,146,262.56,231.43,0,0,37
110,11,128,129.22,127.63,0,0,36
138,14,147,49.28,67.12,0,0,36
232,11,17,225.33,220.09,0,0,44
62,29,150,87.46,71.09,0,0,35
211,17,35,304.4,289.0,0,1,56
246,37,242,139.46,122.75,0,0,36
126,49,311,157.4,153.23,0,0,34
253,20,144,270.21,230.12,0,0,33
145,39,281,124.18,164.47,0,1,50
220,33,322,64.79,91.72,1,0,47
61,50,343,218.6,255.45,1,0,19
78,9,105,80.39,83.07,0,0,32
178,26,218,292.51,296.72,0,0,36
190,5,283,242.8,212.87,1,0,42
161,28,345,256.65,281.57,1,0,41
182,8,121,79.07,77.84,0,0,40
196,27,126,300.47,250.89,0,0,34
149,33,328,63.33,80.39,1,0,51
45,15,172,194.06,159.95,0,0,17
41,45,151,275.36,263.57,0,0,21
214,21,320,175.97,185.19,1,1,51
90,44,10,110.35,94.88,0,0,33
238,8,382,257.08,217.85,0,0,23
208,34,35,57.91,66.41,0,1,35
58,33,6,237.71,221.31,0,0,29
186,45,319,144.53,156.98,1,0,38
121,47,18,252.73,246.74,0,0,40
156,41,249,124.15,144.12,1,0,38
32,9,100,211.27,177.16,1,0,32
81,20,94,142.91,127.16,0,0,39
94,11,139,301.23,299.24,0,0,42
154,22,201,265.74,263.19,0,0,27
202,36,69,319.41,275.85,0,0,28
39,31,133,206.22,226.84,0,0,37
231,17,279,123.27,116.57,0,0,34
6,15,292,157.06,185.9,0,0,37
24,31,255,56.34,73.46,0,0,15
30,18,260,109.4,89.69,1,1,35
22,49,221,189.7,213.33,0,0,31
30,24,80,284.91,269.99,1,0,24
144,12,131,151.57,133.99,0,0,14
219,28,16,95.47,80.63,1,0,47
101,32,345,158.1,148.56,0,1,33
25,15,37,116.28,165.46,1,0,40
135,29,311,205.19,204.13,0,0,33
24,28,144,233.13,285.74,0,0,32
7,47,282,48.76,50.35,0,1,31
125,25,158,74.48,60.5,0,0,29
19,32,352,310.34,258.04,0,0,30
176,23,220,56.27,63.11,0,0,36
157,41,281,106.22,90.71,0,0,33
44,45,252,129.75,112.61,0,0,28
207,7,23,285.38,269.57,0,0,27
28,43,321,106.27,101.59,0,0,26
132,41,326,222.15,217.5,0,0,25
102,35,393,80.19,83.63,0,0,33
48,26,374,315.92,268.66,0,0,25
72,19,259,170.36,230.05,0,0,59
149,40,23,106.13,86.13,0,1,30
105,37,316,232.36,207.81,0,0,41
94,41,275,209.35,242.51,0,0,51
176,17,316,201.55,172.81,0,0,48
16,43,354,125.27,162.73,0,0,32
6,9,340,144.39,122.35,1,0,32
206,19,138,101.55,117.7,0,1,45
252,42,258,221.28,214.73,0,0,30
254,15,91,212.49,177.92,0,0,44
211,50,262,206.28,201.26,1,0,49
197,46,352,68.2,96.33,0,0,34
220,22,171,74.72,87.34,1,1,52
20,18,233,268.31,288.05,1,0,31
80,24,111,63.14,85.41,1,0,45
157,47,270,141.3,171.19,0,0,43
54,10,120,231.09,189.62,0,0,16
186,37,232,58.88,77.06,0,0,39
260,21,277,179.99,166.17,0,0,31
135,35,113,234.72,246.33,0,0,29
52,25,223,240.98,214.84,0,0,13
3,28,165,141.26,197.41,1,0,53
214,5,330,101.98,97.4,0,0,41
133,21,298,196.83,259.97,0,0,29
113,32,36,243.09,287.59,1,0,44
30,18,149,92.91,129.75,0,0,30
123,50,165,268.52,265.05,0,0,20
115,37,354,84.57,111.29,0,0,39
153,4,164,198.11,184.82,0,0,25
232,22,299,252.39,252.29,0,0,41
101,13,265,47.81,67.56,0,0,38
174,42,328,320.95,278.46,0,0,33
214,15,168,53.1,74.38,0,0,40
15,38,203,167.69,230.34,0,1,40
235,21,34,203.74,178.09,1,0,37
105,44,209,154.96,137.04,0,1,35
62,18,91,192.91,182.83,0,0,37
179,12,61,305.34,290.43,0,0,40
4,2,397,253.52,232.86,0,0,28
241,29,18,239.77,228.58,0,1,58
157,41,72,207.29,185.51,1,0,34
174,38,220,320.43,287.67,1,0,31
76,43,142,88.57,99.76,0,0,32
179,42,221,308.91,259.04,0,0,21
12,2,100,129.36,167.74,0,0,11
186,11,152,91.78,78.95,0,0,23
150,2,204,302.69,283.9,0,0,38
18,18,307,79.57,68.64,0,0,18
105,15,363,180.58,155.86,0,0,31
84,43,281,184.95,262.67,0,0,31
42,18,127,267.92,245.44,0,0,17
158,47,288,101.3,92.13,0,0,34
192,38,185,186.89,214.71,0,0,45
209,18,215,281.35,262.76,0,0,42
190,17,52,153.85,123.67,0,0,45
160,21,323,320.27,260.64,0,0,46
239,19,359,116.76,113.51,1,0,49
128,21,314,201.55,181.98,1,0,27
199,43,67,233.11,295.99,0,0,46
227,27,77,110.59,132.84,0,0,44
24,25,99,315.02,267.36,0,0,28
10,40,325,247.66,299.65,0,1,33
176,20,339,67.35,70.79,0,0,49
239,29,134,254.1,218.35,0,0,43
149,18,130,181.48,152.36,0,0,50
210,39,80,147.1,128.15,0,1,30
199,24,375,145.65,126.22,0,0,30
253,43,325,316.21,268.53,0,0,32
194,43,250,275.69,231.23,0,0,34
45,8,89,168.26,177.19,0,0,36
111,26,119,202.03,166.96,0,0,24
62,1,272,177.15,230.94,0,1,35
42,6,14,272.64,220.34,0,0,42
191,12,299,169.65,234.3,0,0,48
22,15,69,85.91,80.54,1,0,40
172,23,235,140.27,120.2,1,0,53
74,11,29,126.19,104.76,0,0,35
20,40,381,309.94,267.28,0,0,27
82,26,116,88.23,81.18,0,0,55
113,14,305,234.93,243.47,0,1,56
142,1,311,246.69,266.76,0,0,29
36,18,313,120.77,110.49,0,0,46
157,34,111,89.78,83.52,0,0,36
131,30,123,183.69,177.24,0,0,17
209,6,81,252.17,237.09,0,0,37
197,34,88,170.21,161.77,0,0,38
21,19,349,226.5,184.34,0,0,36
126,13,388,141.15,169.13,0,0,40
8,9,185,190.93,271.35,0,0,51
102,36,56,308.2,275.26,0,1,43
232,21,30,253.69,251.55,0,0,45
161,34,22,129.53,110.68,0,0,32
208,42,201,190.98,233.34,0,0,29
43,49,160,210.27,192.34,0,0,35
13,46,18,286.74,230.91,0,0,26
117,43,322,84.75,110.83,0,0,43
178,17,40,174.12,174.06,0,0,33
104,1,29,239.89,265.59,0,0,24
159,17,151,229.47,206.49,0,0,40
17,18,45,209.39,282.97,1,0,48
52,16,64,90.93,86.06,0,0,31
183,41,33,115.69,109.2,0,0,34
29,9,322,145.06,165.64,0,0,37
152,45,264,263.3,229.15,0,0,32
171,2,301,204.06,278.17,1,0,53
89,28,188,167.83,139.04,0,0,22
116,29,360,152.13,196.86,0,0,39
203,38,379,117.66,146.9,0,0,44
218,22,291,82.65,77.15,0,0,42
133,26,65,104.48,109.91,0,0,35
196,49,228,129.95,157.76,0,1,46
70,28,33,238.62,206.95,0,0,38
137,28,262,265.74,241.51,0,0,26
108,34,139,147.37,129.11,0,0,40
97,39,2,208.44,206.57,0,0,28
171,36,165,51.08,62.67,0,0,33
169,34,144,112.23,100.67,1,0,45
